"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"866","GO:0002064",0.116243804465237,0.908250255341913,89,236,"epithelial cell development","BP"
"11044","GO:0042903",0.116279822788685,1,2,2,"tubulin deacetylase activity","MF"
"8891","GO:0033023",0.116288290904153,0.981451522335526,3,5,"mast cell homeostasis","BP"
"8892","GO:0033024",0.116288290904153,0.981451522335526,3,5,"mast cell apoptotic process","BP"
"8893","GO:0033025",0.116288290904153,0.981451522335526,3,5,"regulation of mast cell apoptotic process","BP"
"15058","GO:0060685",0.11631320014358,0.977983818221161,4,6,"regulation of prostatic bud formation","BP"
"8185","GO:0031937",0.116358862881572,0.971311342814309,5,8,"positive regulation of chromatin silencing","BP"
"8487","GO:0032429",0.116438064487493,0.968469814348779,5,9,"regulation of phospholipase A2 activity","BP"
"6972","GO:0021800",0.116478220501728,0.965953852528544,6,10,"cerebral cortex tangential migration","BP"
"2867","GO:0005865",0.116556299106278,0.941329075611757,13,30,"striated muscle thin filament","CC"
"7802","GO:0031231",0.116593615363057,0.953887246680042,8,17,"intrinsic component of peroxisomal membrane","CC"
"8059","GO:0031680",0.116607019157436,1,2,2,"G-protein beta/gamma-subunit complex","CC"
"11997","GO:0045191",0.116615363912615,0.938016077525651,15,35,"regulation of isotype switching","BP"
"1559","GO:0003257",0.116707854759164,0.986712225533444,3,4,"positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation","BP"
"5504","GO:0015433",0.116716259454189,1,2,2,"peptide antigen-transporting ATPase activity","MF"
"12826","GO:0046967",0.116716259454189,1,2,2,"cytosol to ER transport","BP"
"12837","GO:0046980",0.116716259454189,1,2,2,"tapasin binding","MF"
"10669","GO:0042147",0.116867923924883,0.924382616280791,29,71,"retrograde transport, endosome to Golgi","BP"
"1812","GO:0004012",0.116917773079912,0.945231111890656,12,24,"phospholipid-translocating ATPase activity","MF"
"16028","GO:0070544",0.116969684824412,0.971106241579662,5,8,"histone H3-K36 demethylation","BP"
"21889","GO:2000369",0.116985306069315,0.956048265444852,8,15,"regulation of clathrin-dependent endocytosis","BP"
"15065","GO:0060693",0.116988881876718,0.963492809012419,6,11,"regulation of branching involved in salivary gland morphogenesis","BP"
"4800","GO:0010430",0.117001944519742,1,2,2,"fatty acid omega-oxidation","BP"
"14969","GO:0060545",0.117087185439527,1,2,2,"positive regulation of necroptotic process","BP"
"17747","GO:0097059",0.117098981708817,0.990295684632199,2,3,"CNTFR-CLCF1 complex","CC"
"1602","GO:0003333",0.117208832288395,0.923756600503125,30,72,"amino acid transmembrane transport","BP"
"13620","GO:0050829",0.11723288211309,0.92247354874978,29,85,"defense response to Gram-negative bacterium","BP"
"9763","GO:0035305",0.11724434385548,0.920641061230061,35,88,"negative regulation of dephosphorylation","BP"
"15267","GO:0061033",0.117261463482895,1,2,2,"secretion by lung epithelial cell involved in lung growth","BP"
"21520","GO:1990698",0.11729191426932,1,2,2,"palmitoleoyltransferase activity","MF"
"7808","GO:0031248",0.117299403784728,0.920802993842487,34,88,"protein acetyltransferase complex","CC"
"19658","GO:1902493",0.117299403784728,0.920802993842487,34,88,"acetyltransferase complex","CC"
"9915","GO:0035590",0.117334752232948,0.986604658517327,3,4,"purinergic nucleotide receptor signaling pathway","BP"
"14891","GO:0060437",0.117379210032222,0.977697566971726,4,6,"lung growth","BP"
"8754","GO:0032811",0.117420835297097,0.97393841824306,4,7,"negative regulation of epinephrine secretion","BP"
"14239","GO:0051892",0.117442207610803,1,2,2,"negative regulation of cardioblast differentiation","BP"
"7189","GO:0030015",0.117492849932333,0.986577479264264,3,4,"CCR4-NOT core complex","CC"
"15238","GO:0060994",0.117527266272752,1,2,2,"regulation of transcription from RNA polymerase II promoter involved in kidney development","BP"
"11291","GO:0043323",0.117558835349102,1,2,2,"positive regulation of natural killer cell degranulation","BP"
"4996","GO:0010767",0.117620068077148,1,2,2,"regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage","BP"
"6161","GO:0016879",0.117694915614917,0.93125531015391,20,47,"ligase activity, forming carbon-nitrogen bonds","MF"
"19760","GO:1902746",0.117799116249794,0.986524768318134,3,4,"regulation of lens fiber cell differentiation","BP"
"14611","GO:0060054",0.117867539063504,0.977566024578344,4,6,"positive regulation of epithelial cell proliferation involved in wound healing","BP"
"10437","GO:0038018",0.118041506987144,1,2,2,"Wnt receptor catabolic process","BP"
"3436","GO:0006730",0.118117954102135,0.945768380511569,11,23,"one-carbon metabolic process","BP"
"19644","GO:1902460",0.118120099493668,1,2,2,"regulation of mesenchymal stem cell proliferation","BP"
"19645","GO:1902462",0.118120099493668,1,2,2,"positive regulation of mesenchymal stem cell proliferation","BP"
"15765","GO:0070104",0.118131377547041,1,2,2,"negative regulation of interleukin-6-mediated signaling pathway","BP"
"7611","GO:0030865",0.118132622583405,0.932831161931379,19,42,"cortical cytoskeleton organization","BP"
"5355","GO:0015057",0.118196956295495,0.986456179850909,3,4,"thrombin-activated receptor activity","MF"
"9374","GO:0034334",0.118227317245206,0.977468944288965,4,6,"adherens junction maintenance","BP"
"10746","GO:0042311",0.118265746411391,0.937385331217497,15,34,"vasodilation","BP"
"12342","GO:0045920",0.118289534116987,0.940780629684747,13,29,"negative regulation of exocytosis","BP"
"9608","GO:0034764",0.118316593116899,0.907887271868487,77,214,"positive regulation of transmembrane transport","BP"
"7165","GO:0023021",0.11833543978383,0.986432274013123,3,4,"termination of signal transduction","BP"
"11947","GO:0045105",0.118368683863169,1,2,2,"intermediate filament polymerization or depolymerization","BP"
"18463","GO:0099182",0.118368683863169,1,2,2,"presynaptic intermediate filament cytoskeleton","CC"
"2928","GO:0005971",0.118383387713897,1,2,2,"ribonucleoside-diphosphate reductase complex","CC"
"7887","GO:0031362",0.118474976833428,0.948627844815038,9,21,"anchored component of external side of plasma membrane","CC"
"8900","GO:0033033",0.118555831570742,0.951214617128853,8,19,"negative regulation of myeloid cell apoptotic process","BP"
"9271","GO:0034120",0.118600522701543,1,1,1,"positive regulation of erythrocyte aggregation","BP"
"19836","GO:1902951",0.118602006809652,0.986386212602556,3,4,"negative regulation of dendritic spine maintenance","BP"
"2996","GO:0006081",0.118631355604631,0.924384002353262,26,68,"cellular aldehyde metabolic process","BP"
"22025","GO:2000562",0.118708146244746,0.973536983715931,4,7,"negative regulation of CD4-positive, alpha-beta T cell proliferation","BP"
"11144","GO:0043111",0.118782360255919,0.986355014844145,3,4,"replication fork arrest","BP"
"428","GO:0001103",0.118872357471998,0.934140867145045,17,39,"RNA polymerase II repressing transcription factor binding","MF"
"7271","GO:0030159",0.11894370914545,0.955114181930225,8,15,"receptor signaling complex scaffold activity","MF"
"8245","GO:0032036",0.119023846805685,0.962655612611957,6,11,"myosin heavy chain binding","MF"
"14565","GO:0060004",0.1190342968733,0.943284973409218,12,25,"reflex","BP"
"3364","GO:0006633",0.119065433761521,0.913699310444651,48,130,"fatty acid biosynthetic process","BP"
"17766","GO:0097104",0.119076283991625,0.964945625874521,6,10,"postsynaptic membrane assembly","BP"
"20263","GO:1903779",0.119080036674865,0.953734994549725,8,16,"regulation of cardiac conduction","BP"
"3511","GO:0006863",0.119109841164852,1,2,2,"purine nucleobase transport","BP"
"8506","GO:0032452",0.119112264768144,0.943984641079205,12,24,"histone demethylase activity","MF"
"19036","GO:1900368",0.119136334418422,0.986293705124306,3,4,"regulation of RNA interference","BP"
"16327","GO:0071149",0.11917840705164,1,2,2,"TEAD-2-YAP complex","CC"
"9126","GO:0033624",0.119200318212987,1,2,2,"negative regulation of integrin activation","BP"
"18920","GO:1900103",0.119230905770566,0.965379687777756,5,10,"positive regulation of endoplasmic reticulum unfolded protein response","BP"
"13140","GO:0048342",0.119270609034409,1,2,2,"paraxial mesodermal cell differentiation","BP"
"13141","GO:0048343",0.119270609034409,1,2,2,"paraxial mesodermal cell fate commitment","BP"
"5048","GO:0010847",0.119313520857607,0.98626297651787,3,4,"regulation of chromatin assembly","BP"
"54","GO:0000105",0.119362805911273,1,2,2,"histidine biosynthetic process","BP"
"5953","GO:0016507",0.119363557741833,1,2,2,"mitochondrial fatty acid beta-oxidation multienzyme complex","CC"
"10243","GO:0036125",0.119363557741833,1,2,2,"fatty acid beta-oxidation multienzyme complex","CC"
"4387","GO:0009101",0.119390920953317,0.90530337563478,90,245,"glycoprotein biosynthetic process","BP"
"16009","GO:0070513",0.119507382620274,0.965271758937232,5,10,"death domain binding","MF"
"2401","GO:0004954",0.119514415424254,0.962453008107136,6,11,"prostanoid receptor activity","MF"
"5474","GO:0015318",0.119516158386954,0.895216076997679,271,768,"inorganic molecular entity transmembrane transporter activity","MF"
"12701","GO:0046688",0.119579412883228,0.945091440501303,10,24,"response to copper ion","BP"
"13867","GO:0051205",0.119601173460203,0.945680300187552,10,23,"protein insertion into membrane","BP"
"4884","GO:0010608",0.119626292395993,0.898859372567383,166,470,"posttranscriptional regulation of gene expression","BP"
"10169","GO:0035999",0.119676557112356,0.962385977112827,6,11,"tetrahydrofolate interconversion","BP"
"10910","GO:0042610",0.119715186483494,1,2,2,"CD8 receptor binding","MF"
"249","GO:0000495",0.119768056285165,1,2,2,"box H/ACA snoRNA 3'-end processing","BP"
"9214","GO:0033979",0.119768056285165,1,2,2,"box H/ACA snoRNA metabolic process","BP"
"9623","GO:0034964",0.119768056285165,1,2,2,"box H/ACA snoRNA processing","BP"
"19095","GO:1900924",0.119775245355751,1,2,2,"negative regulation of glycine import across plasma membrane","BP"
"9766","GO:0035308",0.119780086777675,0.937418218098844,14,33,"negative regulation of protein dephosphorylation","BP"
"19800","GO:1902883",0.119825907417201,0.927382618954938,22,54,"negative regulation of response to oxidative stress","BP"
"11818","GO:0044753",0.119883843461102,1,2,2,"amphisome","CC"
"18103","GO:0098536",0.119962541569674,0.986150196603481,3,4,"deuterosome","CC"
"12834","GO:0046977",0.119966696333051,0.962265948174917,6,11,"TAP binding","MF"
"11766","GO:0044530",0.120052106507035,0.986134605423161,3,4,"supraspliceosomal complex","CC"
"7662","GO:0030951",0.120147040468636,0.986118072331398,3,4,"establishment or maintenance of microtubule cytoskeleton polarity","BP"
"17141","GO:0072576",0.120165533369348,0.943902005621187,11,24,"liver morphogenesis","BP"
"8630","GO:0032634",0.120186761337235,0.949291601880984,9,19,"interleukin-5 production","BP"
"12824","GO:0046965",0.120244108004718,0.946786403756371,10,21,"retinoid X receptor binding","MF"
"2531","GO:0005160",0.120286686206676,0.927285031772436,22,53,"transforming growth factor beta receptor binding","MF"
"7736","GO:0031086",0.120287125930449,0.976910433508791,4,6,"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","BP"
"16749","GO:0071874",0.120303277441606,1,2,2,"cellular response to norepinephrine stimulus","BP"
"20331","GO:1903911",0.120335534666092,0.976897252338217,4,6,"positive regulation of receptor clustering","BP"
"11287","GO:0043316",0.120404808258127,1,2,2,"cytotoxic T cell degranulation","BP"
"14144","GO:0051697",0.120404808258127,1,2,2,"protein delipidation","BP"
"18357","GO:0098974",0.120416415830172,0.954408599028029,8,15,"postsynaptic actin cytoskeleton organization","BP"
"18468","GO:0099188",0.120416415830172,0.954408599028029,8,15,"postsynaptic cytoskeleton organization","BP"
"10194","GO:0036035",0.120458891264061,0.953057319678345,8,16,"osteoclast development","BP"
"17441","GO:0090166",0.120523824596368,0.97684595893782,4,6,"Golgi disassembly","BP"
"14528","GO:0055077",0.120612406727501,1,2,2,"gap junction hemi-channel activity","MF"
"12707","GO:0046697",0.120623230591693,0.951872037749678,8,17,"decidualization","BP"
"2151","GO:0004594",0.120655313508684,0.986029427203852,3,4,"pantothenate kinase activity","MF"
"16055","GO:0070578",0.120656362413379,0.961980213005113,6,11,"RISC-loading complex","CC"
"12473","GO:0046148",0.120702197815006,0.929161504037324,19,49,"pigment biosynthetic process","BP"
"11309","GO:0043376",0.120704468152851,0.976796712503378,4,6,"regulation of CD8-positive, alpha-beta T cell differentiation","BP"
"6447","GO:0018993",0.120734709169446,1,2,2,"somatic sex determination","BP"
"22217","GO:2000833",0.120865709159512,0.95872450974855,6,13,"positive regulation of steroid hormone secretion","BP"
"7212","GO:0030049",0.120897904289401,0.964727454156828,5,10,"muscle filament sliding","BP"
"9235","GO:0034057",0.120906505844472,1,2,2,"RNA strand-exchange activity","MF"
"6806","GO:0021506",0.120910831975883,1,2,2,"anterior neuropore closure","BP"
"7077","GO:0021995",0.120910831975883,1,2,2,"neuropore closure","BP"
"3585","GO:0006975",0.121133024769344,0.97667973975668,4,6,"DNA damage induced protein phosphorylation","BP"
"8147","GO:0031841",0.121135376596941,1,1,1,"neuropeptide Y receptor binding","MF"
"15863","GO:0070269",0.121189202628953,0.948765090539258,9,19,"pyroptosis","BP"
"18784","GO:0140031",0.121192756764474,1,2,2,"phosphorylation-dependent protein binding","MF"
"7476","GO:0030514",0.121206515990097,0.926884005092146,22,52,"negative regulation of BMP signaling pathway","BP"
"16193","GO:0070875",0.121317236508159,0.948697754186344,9,19,"positive regulation of glycogen metabolic process","BP"
"15053","GO:0060677",0.121355026782393,0.969620726490953,5,8,"ureteric bud elongation","BP"
"13700","GO:0050932",0.121450637622545,0.966621966757157,5,9,"regulation of pigment cell differentiation","BP"
"9128","GO:0033626",0.121475508198854,1,2,2,"positive regulation of integrin activation by cell surface receptor linked signal transduction","BP"
"4441","GO:0009163",0.121476416192486,0.94142457263929,11,27,"nucleoside biosynthetic process","BP"
"10825","GO:0042455",0.121476416192486,0.94142457263929,11,27,"ribonucleoside biosynthetic process","BP"
"2932","GO:0005978",0.121491399133762,0.930985244225225,18,42,"glycogen biosynthetic process","BP"
"4510","GO:0009250",0.121491399133762,0.930985244225225,18,42,"glucan biosynthetic process","BP"
"11029","GO:0042827",0.121506389480144,0.985880514718748,3,4,"platelet dense granule","CC"
"21387","GO:1990188",0.121604707566971,1,2,2,"euchromatin binding","MF"
"16196","GO:0070878",0.121619800269265,0.969530307975241,5,8,"primary miRNA binding","MF"
"3540","GO:0006901",0.121624955111072,0.95248237082244,8,16,"vesicle coating","BP"
"16179","GO:0070852",0.12166211099029,0.959771818081337,6,12,"cell body fiber","CC"
"13044","GO:0048156",0.121826772713769,0.945923420836936,10,21,"tau protein binding","MF"
"14926","GO:0060480",0.12187750968278,0.980113798913994,3,5,"lung goblet cell differentiation","BP"
"16799","GO:0071953",0.121911181406547,0.985809477226048,3,4,"elastic fiber","CC"
"17560","GO:0090312",0.121959934757175,0.939140075270557,13,28,"positive regulation of protein deacetylation","BP"
